document_id,clean_text,sentiment
91,i will say i liked the story but the long dragged out and slowly paced near  hours was ridiculous you could watch this at x speed and it would be more enjoyable this needed at least  mins cut out and much faster storytelling and the constant whisper dialogue in most of the film became annoying really fasti do like pattinson as an actor but not as batman in this one he wasnt convincing and his monotonic whispering dialogue and emo demeanor was very lackluster to the point of cringeworthy and thats him both as batman and even more so as bruce wayneand whats with colin farrell being cast with all these prosthetics to play the penguin was every other actor that naturally has that characters look unavailable its not like farrell has a particular set of penguin skills lol casting farrell as batman and pattinson as penguin now that wouldve worked much better imoim also a big fan of westworlds jeffrey wright but here again he was very unconvincing as gordon especially when he also had that monotonic whispering emo demeanor i get that director and joint writer reeves was going for that dark lonely dreary theme but instead the characters looked bored and inexperienced actors with sore throatsthe only one that nailed their character perfectly was the lovely and beautiful kravitz who stole the entire show i wouldve rather watched a  hour movie with just her as catwomanall the affleck keaton bale kilmer and even clooney batman characters were much more convincing as well as having more and better keep you awake action in said filmssadly this one is a generous yet disappointing  from me,negative
92,robert p is a terrible batman absolutely no batcharisma at all the riddler character is a complete bore i hated all of this film i certainly do not understand the good reviews its not close to the dark knight caliber please do not make a sequel,negative
93,for better or worse mostly better the batman is when hes detective first superhero second a bleak yet thrilling noir but also with a glimpse of exhilarating hope it doesnt hurt really if were having a new batman film especially if it took a riveting route like this pattinson and kravitz were explosive together,neutral
94,to preface this review i will say when watching this in the cinemas many people walked out i was looking over my shoulder to see of anyone else was laughing at what cringe this movie deliversthe actors in this were one of the highlights excluding the villain the riddler and the batman penguin was by far the coolest and best actor honestly a good fellas type character all other supporting actors were also quite good i however think robert pattinson a horrible pick for batman the whole time he seems like a really awkward and sad goth kid i was half expecting him to say gosh get outta my room absolutely trash acting the riddler was even worse he was the major cringe factor in this movie with awful and dorky video calls where he is super non intimidating and laughable his video calls reminded me of the horror films my  year old class mates had made in high school their budgets were the relationship between the batman and cat woman was my only other plus in this movie the romance was quite sweet and had a lot of tension they rode around in their awesome motorcycles just roaring through the town it was really cutethe bat mobile was pretty awesome but definitely very weird for a batman film the old classic camaro was a little spine chilling not gonna lienow to answer everyones questions i do think robert pattinson was a terrible choice for batman for a few reasons at first i had no qualms but watching the film made me believe he was a bad and cringey actor for the role he just isnt a badass over masculine kinda guy like at all he seems awkward and it shows his voice wasnt that great his body was not very big nor muscular like many other batmans heck even the joker is ripped in suicide squad the guy is ft exactly but his frame is tiny and it shows next to bigger actors the story was god awful without spoiling pretty much lots of people die bombs go off and some personal people batman knows get injured then batman goes welp i cant be in  places at once im only human and proceeds to get kod twice throughout the movie and punched lots during fights he is by far the worst and weakest looking batman with the worst actor to have played him the cinematography was good and the horror feeling this brings is good but everything else was just so horrible did i mention this film is  hours long to have a crap middle and end well know i know wow i couldnt wait for thr  hours to end and multiple people walked out before the film was half finished definitely wouldnt reccomend this garbage piece of cinema  for me,negative
95,i never thought that i would view a worse dc movie than catwoman or the harley quinn movie i was sorely mistaken the batman by far is the absolute biggest mistake in any comic book adaptation the casting was wrong  there was not one cast member who had a good performance the script was pitiful  it was too long and all over the place the direction was terrible and the editing was questionablenothing was a positive about this film except the end credits where you could escape the misery,negative
96,ill say it started pretty good and i liked the cinematography but i thought it dragged on and the social commentary on destroying white privileged men was ironic as thats what batman is a privileged white rich guy who can mascarade as a vigilante because hes rich and has all the free time to do so and we feel for him because boo boo hes an orphan this was a very obvious woke fest i like the diversity but its when they blatantly shove rhetoric down your throat that it starts to become cringey pattinson was so sleepy like joe biden in a batman suit sleepy joker is my favorite movie of all time and i feel like they tried to go for that but it just had too many missteps i did like farrell as the penguin and the riddler was basically dexter the antihero,neutral
97,its a big city i cant be everywhere batman rob pattisona more complete adaptation of the batman comics presence there isnt and no more gothic spoton condemnation of human frailty since the yearold godfather writerdirector matt reeves the batman is arguably the definitive dark night of the american soul in its corruption and its salvation as an achievement of robust american neo noir it ranks somewhere behind martin scorseses taxi driver and godfatherbatman rob pattinson scowls as if he came from a twilight frame of mind while he shows a soft side in his love for selena kylecat woman zoe kravitz the bat and the cat working to save the city from the likes of riddler paul dano penguin colin farrell and crime lord carmine falcone john turturro besides offing a large number of corrupt city employees they offer bruce wayne a chance to learn about his obsession with his parents public and private lives and their untimely deaths although none of the bad boys eclipses the impact of heath ledgers multidimensional joker even in his humor together they are a powerful cast of darknessbesides bringing together an ensemble of estimable actors in every role reeves gathers expert cinematographer greig fraser and production designer james chinlund to create a darkness full of telling images while competing with the great film noir compositions of all time dark yes obscure no the darkness that envelopes each scene says more about the bleak side of humanity than any written treatise couldbesides the corruption of city officials the batman casts a shadow over the virtue of vengeance embodied in waynes longing to account for the death of his parents and badboys like riddler to assuage the pain of his childhood by terrorizing the city in his favor riddler is ridding the city of corrupt power while batman is cleaning it of its petty criminals his stalwart ally lt james gordon jeffrey wright realizes that the real crimes are housed in his police force and ultimately his supervisorsthe batman is a hip and incisive representation of modern angst that not even a hero can relieve at least not right nowto the strains of nirvanas baleful something in the way they think im hiding in the shadows but i am the shadows batman,neutral
98,hours hero movieit might be quite an adventure for those who expect actionpacked movies like avengers or the dark knightthe batman is not an action movie its a noir detective filmjust enjoy the dark moisty mood this movie hasif you enjoyed movies like zodiac seen im sure youll love itgo to the theatre immediately,positive
99,i got to watch this movie early because of a special screening i was extremely excited my expectations were very high and still they were surpassedrobert as batman is just awesome majestic and scary and yet at the end he also evokes that sense of hope batman gives to the populationpaul dano as the riddler is so creepy both robert and paul gave an oscar worthy actingthe rest of the cast gives amazing performances toobeautifully shot and the score is thrillingit does feel a bit long but it is rewarding,positive
100,hours run time is totally worth ita well mature dark movie which batman character deservesrobert pattinson as batman and bruce wayne is the best casting choice after christian baleits so dark gritty visceral and god damn greatcolin farrell as penguin was fantastic couldnt recognise himzoe kravitz as selina kyle and cat woman was great she was fantasticpaul dano jeffrey wright andy serkis were great toocasting was done greatlybatmobile was so fing great when the engine revs you will get the goosebumpsaction scenes were absolutely fing great its loud bombastic and visceral which will give goosebumpsfight sequence were absolutely grittycinematography done by greig fraser is another masterpiece from himmichael giacchino music composition really great it has that dark gritty grandeur theme musicthe dirty criminality and madness in gotham city you will feel it its so dark and grey which batman character needsproduction design is just brilliantstory wise this movie felt more to detective batman comic book and done outstandinglydetective batman which is the original dc stands fori couldnt not find any error in the whole moviethis is a well made brilliant movie by matt reevestotally worth waiting for cant wait to see it againdirection cinematography acting screenplaystorymusic this movie deserves,positive
